1.00 0.00 0.00 22.00 7.25
2.00 1.00 1.00 38.00 71.28
3.00 1.00 1.00 26.00 7.92
4.00 1.00 1.00 35.00 53.10
5.00 0.00 0.00 35.00 8.05
6.00 0.00 0.00 -1.00 8.46
9.00 1.00 1.00 27.00 11.13
11.00 1.00 1.00 4.00 16.70
12.00 1.00 1.00 58.00 26.55
13.00 0.00 0.00 20.00 8.05
15.00 0.00 1.00 14.00 7.85
16.00 1.00 1.00 55.00 16.00
19.00 0.00 1.00 31.00 18.00
20.00 1.00 1.00 -1.00 7.22
21.00 0.00 0.00 35.00 26.00
22.00 1.00 0.00 34.00 13.00
23.00 1.00 1.00 15.00 8.03
25.00 0.00 1.00 8.00 21.07
26.00 1.00 1.00 38.00 31.39
30.00 0.00 0.00 -1.00 7.90
31.00 0.00 0.00 40.00 27.72
33.00 1.00 1.00 -1.00 7.75
34.00 0.00 0.00 66.00 10.50
36.00 0.00 0.00 42.00 52.00
37.00 1.00 0.00 -1.00 7.23
38.00 0.00 0.00 21.00 8.05
39.00 0.00 1.00 18.00 18.00
40.00 1.00 1.00 14.00 11.24
41.00 0.00 1.00 40.00 9.47
42.00 0.00 1.00 27.00 21.00
43.00 0.00 0.00 -1.00 7.90
44.00 1.00 1.00 3.00 41.58
45.00 1.00 1.00 19.00 7.88
46.00 0.00 0.00 -1.00 8.05
47.00 0.00 0.00 -1.00 15.50
48.00 1.00 1.00 -1.00 7.75
49.00 0.00 0.00 -1.00 21.68
50.00 0.00 1.00 18.00 17.80
51.00 0.00 0.00 7.00 39.69
52.00 0.00 0.00 21.00 7.80
53.00 1.00 1.00 49.00 76.73
54.00 1.00 1.00 29.00 26.00
58.00 0.00 0.00 28.50 7.23
59.00 1.00 1.00 5.00 27.75
60.00 0.00 0.00 11.00 46.90
61.00 0.00 0.00 22.00 7.23
62.00 1.00 1.00 38.00 80.00
63.00 0.00 0.00 45.00 83.47
64.00 0.00 0.00 4.00 27.90
65.00 0.00 0.00 -1.00 27.72
66.00 1.00 0.00 -1.00 15.25
67.00 1.00 1.00 29.00 10.50
68.00 0.00 0.00 19.00 8.16
69.00 1.00 1.00 17.00 7.92
71.00 0.00 0.00 32.00 10.50
72.00 0.00 1.00 16.00 46.90
74.00 0.00 0.00 26.00 14.45
75.00 1.00 0.00 32.00 56.50
76.00 0.00 0.00 25.00 7.65
78.00 0.00 0.00 -1.00 8.05
79.00 1.00 0.00 0.83 29.00
80.00 1.00 1.00 30.00 12.47
81.00 0.00 0.00 22.00 9.00
82.00 1.00 0.00 29.00 9.50
83.00 1.00 1.00 -1.00 7.79
84.00 0.00 0.00 28.00 47.10
85.00 1.00 1.00 17.00 10.50
86.00 1.00 1.00 33.00 15.85
87.00 0.00 0.00 16.00 34.38
88.00 0.00 0.00 -1.00 8.05
89.00 1.00 1.00 23.00 263.00
90.00 0.00 0.00 24.00 8.05
91.00 0.00 0.00 29.00 8.05
92.00 0.00 0.00 20.00 7.85
93.00 0.00 0.00 46.00 61.17
94.00 0.00 0.00 26.00 20.57
95.00 0.00 0.00 59.00 7.25
96.00 0.00 0.00 -1.00 8.05
97.00 0.00 0.00 71.00 34.65
98.00 1.00 0.00 23.00 63.36
99.00 1.00 1.00 34.00 23.00
100.00 0.00 0.00 34.00 26.00
101.00 0.00 1.00 28.00 7.90
102.00 0.00 0.00 -1.00 7.90
103.00 0.00 0.00 21.00 77.29
104.00 0.00 0.00 33.00 8.65
105.00 0.00 0.00 37.00 7.92
106.00 0.00 0.00 28.00 7.90
107.00 1.00 1.00 21.00 7.65
108.00 1.00 0.00 -1.00 7.78
109.00 0.00 0.00 38.00 7.90
110.00 1.00 1.00 -1.00 24.15
111.00 0.00 0.00 47.00 52.00
112.00 0.00 1.00 14.50 14.45
113.00 0.00 0.00 22.00 8.05
114.00 0.00 1.00 20.00 9.82
116.00 0.00 0.00 21.00 7.92
117.00 0.00 0.00 70.50 7.75
118.00 0.00 0.00 29.00 21.00
119.00 0.00 0.00 24.00 247.52
120.00 0.00 1.00 2.00 31.27
121.00 0.00 0.00 21.00 73.50
122.00 0.00 0.00 -1.00 8.05
123.00 0.00 0.00 32.50 30.07
124.00 1.00 1.00 32.50 13.00
125.00 0.00 0.00 54.00 77.29
126.00 1.00 0.00 12.00 11.24
127.00 0.00 0.00 -1.00 7.75
128.00 1.00 0.00 24.00 7.14
129.00 1.00 1.00 -1.00 22.36
131.00 0.00 0.00 33.00 7.90
132.00 0.00 0.00 20.00 7.05
133.00 0.00 1.00 47.00 14.50
135.00 0.00 0.00 25.00 13.00
136.00 0.00 0.00 23.00 15.05
137.00 1.00 1.00 19.00 26.28
138.00 0.00 0.00 37.00 53.10
139.00 0.00 0.00 16.00 9.22
140.00 0.00 0.00 24.00 79.20
141.00 0.00 1.00 -1.00 15.25
142.00 1.00 1.00 22.00 7.75
143.00 1.00 1.00 24.00 15.85
144.00 0.00 0.00 19.00 6.75
145.00 0.00 0.00 18.00 11.50
147.00 1.00 0.00 27.00 7.80
148.00 0.00 1.00 9.00 34.38
152.00 1.00 1.00 22.00 66.60
153.00 0.00 0.00 55.50 8.05
154.00 0.00 0.00 40.50 14.50
155.00 0.00 0.00 -1.00 7.31
156.00 0.00 0.00 51.00 61.38
157.00 1.00 1.00 16.00 7.73
158.00 0.00 0.00 30.00 8.05
159.00 0.00 0.00 -1.00 8.66
160.00 0.00 0.00 -1.00 69.55
161.00 0.00 0.00 44.00 16.10
162.00 1.00 1.00 40.00 15.75
166.00 1.00 0.00 9.00 20.52
169.00 0.00 0.00 -1.00 25.93
170.00 0.00 0.00 28.00 56.50
171.00 0.00 0.00 61.00 33.50
172.00 0.00 0.00 4.00 29.12
173.00 1.00 1.00 1.00 11.13
174.00 0.00 0.00 21.00 7.92
175.00 0.00 0.00 56.00 30.70
176.00 0.00 0.00 18.00 7.85
177.00 0.00 0.00 -1.00 25.47
178.00 0.00 1.00 50.00 28.71
180.00 0.00 0.00 36.00 0.00
181.00 0.00 1.00 -1.00 69.55
182.00 0.00 0.00 -1.00 15.05
183.00 0.00 0.00 9.00 31.39
184.00 1.00 0.00 1.00 39.00
185.00 1.00 1.00 4.00 22.02
186.00 0.00 0.00 -1.00 50.00
187.00 1.00 1.00 -1.00 15.50
188.00 1.00 0.00 45.00 26.55
189.00 0.00 0.00 40.00 15.50
190.00 0.00 0.00 36.00 7.90
191.00 1.00 1.00 32.00 13.00
192.00 0.00 0.00 19.00 13.00
193.00 1.00 1.00 19.00 7.85
194.00 1.00 0.00 3.00 26.00
195.00 1.00 1.00 44.00 27.72
196.00 1.00 1.00 58.00 146.52
197.00 0.00 0.00 -1.00 7.75
198.00 0.00 0.00 42.00 8.40
199.00 1.00 1.00 -1.00 7.75
200.00 0.00 1.00 24.00 13.00
203.00 0.00 0.00 34.00 6.50
204.00 0.00 0.00 45.50 7.22
206.00 0.00 1.00 2.00 10.46
207.00 0.00 0.00 32.00 15.85
208.00 1.00 0.00 26.00 18.79
209.00 1.00 1.00 16.00 7.75
210.00 1.00 0.00 40.00 31.00
211.00 0.00 0.00 24.00 7.05
212.00 1.00 1.00 35.00 21.00
214.00 0.00 0.00 30.00 13.00
216.00 1.00 1.00 31.00 113.28
217.00 1.00 1.00 27.00 7.92
218.00 0.00 0.00 42.00 27.00
219.00 1.00 1.00 32.00 76.29
220.00 0.00 0.00 30.00 10.50
221.00 1.00 0.00 16.00 8.05
222.00 0.00 0.00 27.00 13.00
223.00 0.00 0.00 51.00 8.05
224.00 0.00 0.00 -1.00 7.90
226.00 0.00 0.00 22.00 9.35
227.00 1.00 0.00 19.00 10.50
229.00 0.00 0.00 18.00 13.00
231.00 1.00 1.00 35.00 83.47
232.00 0.00 0.00 29.00 7.78
233.00 0.00 0.00 59.00 13.50
234.00 1.00 1.00 5.00 31.39
235.00 0.00 0.00 24.00 10.50
237.00 0.00 0.00 44.00 26.00
239.00 0.00 0.00 19.00 10.50
240.00 0.00 0.00 33.00 12.28
241.00 0.00 1.00 -1.00 14.45
242.00 1.00 1.00 -1.00 15.50
243.00 0.00 0.00 29.00 10.50
245.00 0.00 0.00 30.00 7.22
246.00 0.00 0.00 44.00 90.00
247.00 0.00 1.00 25.00 7.78
250.00 0.00 0.00 54.00 26.00
252.00 0.00 1.00 29.00 10.46
253.00 0.00 0.00 62.00 26.55
254.00 0.00 0.00 30.00 16.10
255.00 0.00 1.00 41.00 20.21
256.00 1.00 1.00 29.00 15.25
257.00 1.00 1.00 -1.00 79.20
258.00 1.00 1.00 30.00 86.50
259.00 1.00 1.00 35.00 512.33
260.00 1.00 1.00 50.00 26.00
261.00 0.00 0.00 -1.00 7.75
262.00 1.00 0.00 3.00 31.39
263.00 0.00 0.00 52.00 79.65
264.00 0.00 0.00 40.00 0.00
265.00 0.00 1.00 -1.00 7.75
268.00 1.00 0.00 25.00 7.78
269.00 1.00 1.00 58.00 153.46
270.00 1.00 1.00 35.00 135.63
271.00 0.00 0.00 -1.00 31.00
272.00 1.00 0.00 25.00 0.00
274.00 0.00 0.00 37.00 29.70
275.00 1.00 1.00 -1.00 7.75
276.00 1.00 1.00 63.00 77.96
277.00 0.00 1.00 45.00 7.75
278.00 0.00 0.00 -1.00 0.00
281.00 0.00 0.00 65.00 7.75
282.00 0.00 0.00 28.00 7.85
283.00 0.00 0.00 16.00 9.50
284.00 1.00 0.00 19.00 8.05
285.00 0.00 0.00 -1.00 26.00
286.00 0.00 0.00 33.00 8.66
288.00 0.00 0.00 22.00 7.90
290.00 1.00 1.00 22.00 7.75
291.00 1.00 1.00 26.00 78.85
292.00 1.00 1.00 19.00 91.08
293.00 0.00 0.00 36.00 12.88
294.00 0.00 1.00 24.00 8.85
295.00 0.00 0.00 24.00 7.90
296.00 0.00 0.00 -1.00 27.72
297.00 0.00 0.00 23.50 7.23
298.00 0.00 1.00 2.00 151.55
299.00 1.00 0.00 -1.00 30.50
300.00 1.00 1.00 50.00 247.52
301.00 1.00 1.00 -1.00 7.75
302.00 1.00 0.00 -1.00 23.25
303.00 0.00 0.00 19.00 0.00
306.00 1.00 0.00 0.92 151.55
307.00 1.00 1.00 -1.00 110.88
308.00 1.00 1.00 17.00 108.90
309.00 0.00 0.00 30.00 24.00
313.00 0.00 1.00 26.00 26.00
314.00 0.00 0.00 28.00 7.90
316.00 1.00 1.00 26.00 7.85
317.00 1.00 1.00 24.00 26.00
319.00 1.00 1.00 31.00 164.87
320.00 1.00 1.00 40.00 134.50
321.00 0.00 0.00 22.00 7.25
322.00 0.00 0.00 27.00 7.90
324.00 1.00 1.00 22.00 29.00
326.00 1.00 1.00 36.00 135.63
327.00 0.00 0.00 61.00 6.24
328.00 1.00 1.00 36.00 13.00
330.00 1.00 1.00 16.00 57.98
331.00 1.00 1.00 -1.00 23.25
332.00 0.00 0.00 45.50 28.50
334.00 0.00 0.00 16.00 18.00
335.00 1.00 1.00 -1.00 133.65
336.00 0.00 0.00 -1.00 7.90
337.00 0.00 0.00 29.00 66.60
338.00 1.00 1.00 41.00 134.50
339.00 1.00 0.00 45.00 8.05
340.00 0.00 0.00 45.00 35.50
341.00 1.00 0.00 2.00 26.00
342.00 1.00 1.00 24.00 263.00
343.00 0.00 0.00 28.00 13.00
344.00 0.00 0.00 25.00 13.00
345.00 0.00 0.00 36.00 13.00
346.00 1.00 1.00 24.00 13.00
347.00 1.00 1.00 40.00 13.00
348.00 1.00 1.00 -1.00 16.10
349.00 1.00 0.00 3.00 15.90
350.00 0.00 0.00 42.00 8.66
351.00 0.00 0.00 23.00 9.22
352.00 0.00 0.00 -1.00 35.00
354.00 0.00 0.00 25.00 17.80
355.00 0.00 0.00 -1.00 7.22
357.00 1.00 1.00 22.00 55.00
358.00 0.00 1.00 38.00 13.00
360.00 1.00 1.00 -1.00 7.88
361.00 0.00 0.00 40.00 27.90
362.00 0.00 0.00 29.00 27.72
363.00 0.00 1.00 45.00 14.45
364.00 0.00 0.00 35.00 7.05
365.00 0.00 0.00 -1.00 15.50
366.00 0.00 0.00 30.00 7.25
367.00 1.00 1.00 60.00 75.25
368.00 1.00 1.00 -1.00 7.23
371.00 1.00 0.00 25.00 55.44
372.00 0.00 0.00 18.00 6.50
373.00 0.00 0.00 19.00 8.05
374.00 0.00 0.00 22.00 135.63
375.00 0.00 1.00 3.00 21.07
376.00 1.00 1.00 -1.00 82.17
377.00 1.00 1.00 22.00 7.25
378.00 0.00 0.00 27.00 211.50
379.00 0.00 0.00 20.00 4.01
381.00 1.00 1.00 42.00 227.53
382.00 1.00 1.00 1.00 15.74
383.00 0.00 0.00 32.00 7.92
384.00 1.00 1.00 35.00 52.00
385.00 0.00 0.00 -1.00 7.90
386.00 0.00 0.00 18.00 73.50
387.00 0.00 0.00 1.00 46.90
388.00 1.00 1.00 36.00 13.00
390.00 1.00 1.00 17.00 12.00
391.00 1.00 0.00 36.00 120.00
392.00 1.00 0.00 21.00 7.80
393.00 0.00 0.00 28.00 7.92
394.00 1.00 1.00 23.00 113.28
395.00 1.00 1.00 24.00 16.70
396.00 0.00 0.00 22.00 7.80
397.00 0.00 1.00 31.00 7.85
398.00 0.00 0.00 46.00 26.00
399.00 0.00 0.00 23.00 10.50
401.00 1.00 0.00 39.00 7.92
402.00 0.00 0.00 26.00 8.05
404.00 0.00 0.00 28.00 15.85
405.00 0.00 1.00 20.00 8.66
406.00 0.00 0.00 34.00 21.00
408.00 1.00 0.00 3.00 18.75
409.00 0.00 0.00 21.00 7.78
411.00 0.00 0.00 -1.00 7.90
412.00 0.00 0.00 -1.00 6.86
414.00 0.00 0.00 -1.00 0.00
415.00 1.00 0.00 44.00 7.92
418.00 1.00 1.00 18.00 13.00
419.00 0.00 0.00 30.00 13.00
420.00 0.00 1.00 10.00 24.15
421.00 0.00 0.00 -1.00 7.90
422.00 0.00 0.00 21.00 7.73
425.00 0.00 0.00 18.00 20.21
428.00 1.00 1.00 19.00 26.00
429.00 0.00 0.00 -1.00 7.75
431.00 1.00 0.00 28.00 26.55
432.00 1.00 1.00 -1.00 16.10
433.00 1.00 1.00 42.00 26.00
434.00 0.00 0.00 17.00 7.12
435.00 0.00 0.00 50.00 55.90
436.00 1.00 1.00 14.00 120.00
437.00 0.00 1.00 21.00 34.38
438.00 1.00 1.00 24.00 18.75
439.00 0.00 0.00 64.00 263.00
440.00 0.00 0.00 31.00 10.50
441.00 1.00 1.00 45.00 26.25
442.00 0.00 0.00 20.00 9.50
444.00 1.00 1.00 28.00 13.00
446.00 1.00 0.00 4.00 81.86
447.00 1.00 1.00 13.00 19.50
448.00 1.00 0.00 34.00 26.55
449.00 1.00 1.00 5.00 19.26
450.00 1.00 0.00 52.00 30.50
451.00 0.00 0.00 36.00 27.75
452.00 0.00 0.00 -1.00 19.97
455.00 0.00 0.00 -1.00 8.05
456.00 1.00 0.00 29.00 7.90
458.00 1.00 1.00 -1.00 51.86
460.00 0.00 0.00 -1.00 7.75
461.00 1.00 0.00 48.00 26.55
462.00 0.00 0.00 34.00 8.05
463.00 0.00 0.00 47.00 38.50
464.00 0.00 0.00 48.00 13.00
465.00 0.00 0.00 -1.00 8.05
466.00 0.00 0.00 38.00 7.05
467.00 0.00 0.00 -1.00 0.00
469.00 0.00 0.00 -1.00 7.72
471.00 0.00 0.00 -1.00 7.25
472.00 0.00 0.00 38.00 8.66
473.00 1.00 1.00 33.00 27.75
474.00 1.00 1.00 23.00 13.79
475.00 0.00 1.00 22.00 9.84
476.00 0.00 0.00 -1.00 52.00
477.00 0.00 0.00 34.00 21.00
478.00 0.00 0.00 29.00 7.05
479.00 0.00 0.00 22.00 7.52
481.00 0.00 0.00 9.00 46.90
482.00 0.00 0.00 -1.00 0.00
483.00 0.00 0.00 50.00 8.05
484.00 1.00 1.00 63.00 9.59
485.00 1.00 0.00 25.00 91.08
486.00 0.00 1.00 -1.00 25.47
487.00 1.00 1.00 35.00 90.00
488.00 0.00 0.00 58.00 29.70
489.00 0.00 0.00 30.00 8.05
490.00 1.00 0.00 9.00 15.90
491.00 0.00 0.00 -1.00 19.97
492.00 0.00 0.00 21.00 7.25
493.00 0.00 0.00 55.00 30.50
494.00 0.00 0.00 71.00 49.50
495.00 0.00 0.00 21.00 8.05
496.00 0.00 0.00 -1.00 14.46
497.00 1.00 1.00 54.00 78.27
498.00 0.00 0.00 -1.00 15.10
499.00 0.00 1.00 25.00 151.55
500.00 0.00 0.00 24.00 7.80
501.00 0.00 0.00 17.00 8.66
502.00 0.00 1.00 21.00 7.75
503.00 0.00 1.00 -1.00 7.63
504.00 0.00 1.00 37.00 9.59
505.00 1.00 1.00 16.00 86.50
506.00 0.00 0.00 18.00 108.90
507.00 1.00 1.00 33.00 26.00
509.00 0.00 0.00 28.00 22.52
510.00 1.00 0.00 26.00 56.50
511.00 1.00 0.00 29.00 7.75
512.00 0.00 0.00 -1.00 8.05
513.00 1.00 0.00 36.00 26.29
514.00 1.00 1.00 54.00 59.40
